순위,이름(팀명),경기,승,패,세이브,이닝,타자,타수,피안타,피홈,희생,4구,사구,삼진,실점,자책,투구,S,방어율
438,김경훈(동성고),29,1,1,0,12,57,45,11,0,2,9,1,9,10,8,206,0,6
438,조병준(제물포고),16,0,0,0,3,12,10,2,0,0,1,1,2,2,2,38,0,6
440,김무섭(경동고),18,0,1,0,15,83,57,19,1,4,15,7,4,13,10,321,0,6.004
440,김석윤(인천고),20,1,1,0,15,72,51,13,0,3,7,11,12,13,10,249,0,6.004
442,박주성(경기고),19,1,1,0,18,88,64,13,0,2,17,3,22,14,12,347,0,6.007
443,안형민(인창고),14,0,0,0,3,18,11,2,0,1,4,2,2,5,2,74,0,6.02
444,심재현(인상고),17,0,2,0,14.2,74,55,18,0,4,4,11,11,16,10,256,0,6.148
445,이재승(배명고),23,1,0,0,16,78,59,15,1,4,12,3,13,14,11,285,0,6.191
446,이병희(공주고),15,0,0,0,5.2,31,20,5,0,1,5,3,1,5,4,111,0,6.36
447,권정근(부경고),15,1,0,0,5.2,32,26,9,1,0,5,1,1,6,4,100,0,6.372
448,변상우(인창고),14,0,0,0,12.2,73,67,27,0,0,5,1,6,15,9,255,0,6.403
449,임현왕(동성고),29,0,0,0,8.1,39,29,7,0,0,5,5,3,7,6,133,0,6.498
450,이재호(청담고),15,0,0,0,12.1,57,43,12,0,2,8,4,9,10,9,230,0,6.575
451,조성우(중앙고),16,0,1,0,13.2,70,56,17,0,3,6,5,7,12,10,252,0,6.593
452,노승민(포항제철고),21,3,0,0,20.1,96,79,24,1,3,14,0,17,16,15,345,0,6.644
453,김윤현(경남고),30,2,0,0,24.1,115,97,27,2,2,12,4,23,19,18,422,0,6.661
454,김성주(배명고),23,0,0,0,6.2,32,27,7,1,0,4,1,4,5,5,123,0,6.757
454,김세환(부산고),15,0,0,0,6.2,30,29,10,0,0,0,1,7,6,5,127,0,6.757
454,정현우(중앙고),16,0,0,0,6.2,34,23,4,0,0,6,5,4,5,5,113,0,6.757
457,송철준(영선고),16,0,1,0,13.1,64,50,16,1,3,8,3,4,11,10,248,0,6.762
458,송봉준(제주고),17,0,0,0,2.2,13,9,2,0,0,4,0,0,3,2,56,0,6.767
458,배경모(제주고),17,0,0,0,1.1,7,6,2,1,0,1,0,0,1,1,29,0,6.767
458,표동헌(물금고),13,0,0,0,1.1,7,5,2,0,1,1,0,0,1,1,27,0,6.767
461,문은상(선린인고),18,1,1,0,14.1,67,58,19,0,2,2,5,9,14,11,221,0,6.913
462,박희영(청원고),17,1,0,0,13,62,52,19,0,2,5,3,2,10,10,191,0,6.928
462,최종민(대전고),23,1,2,0,13,69,43,7,0,0,19,7,15,11,10,310,0,6.928
464,윤호현(인상고),17,0,3,0,13,74,48,15,0,2,18,6,5,12,10,265,0,6.934
465,권동윤(부산공고),14,0,1,0,11.1,61,42,10,1,2,15,2,9,11,9,239,0,7.162
466,이준영(장안고),17,1,1,0,16,81,62,20,0,2,12,5,8,19,13,278,0,7.317
467,이제원(동성고),29,0,0,0,7.1,40,34,13,0,1,1,4,5,8,6,140,0,7.377
468,설재욱(김해고),13,0,1,0,3.2,18,14,4,0,0,3,1,3,4,3,71,0,7.397
468,박진규(설악고),19,0,2,0,7.1,40,33,12,0,1,4,2,6,10,6,156,0,7.397
470,안덕근(신흥고),16,1,1,0,9.2,57,31,8,0,3,15,8,11,10,8,251,0,7.469
471,김기훈(서울고),31,2,0,0,18,85,66,21,1,6,9,4,11,15,15,257,0,7.508
472,조형석(부산고),15,1,0,0,7,30,25,7,1,0,5,0,1,6,6,120,0,7.714
473,최진규(장안고),17,1,2,0,11.2,64,42,10,0,5,10,7,10,15,10,244,0,7.725
473,이준희(휘문고),17,0,1,0,2.1,15,12,5,0,1,1,1,3,5,2,58,0,7.725
473,강민성(성남고),18,0,0,0,2.1,10,7,1,0,0,2,1,2,2,2,54,0,7.725
476,한상엽(진영고),16,0,1,0,7,40,28,12,1,3,8,1,2,14,6,142,0,7.736
477,이호현(경기고),19,0,0,0,2.1,8,7,1,0,0,0,1,1,2,2,21,0,7.759
478,홍승기(경동고),18,0,1,0,9,42,26,5,0,4,12,0,3,10,8,164,0,8
479,신준혁(원주고),14,0,0,0,3.1,17,13,4,0,0,2,1,2,3,3,68,0,8.108
479,노규호(김해고),13,0,0,0,3.1,14,13,5,0,0,1,0,1,4,3,49,0,8.108
479,최정운(효천고),17,0,0,0,6.2,32,29,10,0,0,2,1,3,6,6,107,0,8.108
482,우상훈(서울디자인고),17,0,4,0,14.1,82,54,14,1,4,18,6,11,18,13,347,0,8.176
483,이태규(장안고),17,0,0,0,5.1,28,19,6,0,2,7,0,6,5,5,132,0,8.459
484,유현학(경동고),18,0,1,0,13.2,76,61,24,2,3,3,9,2,16,13,245,0,8.571
485,오승현(경북고),27,3,1,0,21,114,84,30,0,4,20,6,9,24,20,420,0,8.584
486,박진영(진영고),16,0,3,0,15.2,84,78,30,0,1,4,1,12,20,15,290,0,8.621
487,오수빈(청담고),15,0,2,0,10.1,55,43,12,2,1,9,2,12,15,10,233,0,8.712
488,강상구(충훈고),14,0,0,0,3,17,13,4,1,0,3,1,2,3,3,60,0,9
488,공준서(인천고),20,0,0,0,1,7,4,1,0,0,3,0,1,1,1,28,0,9
488,전주원(글로벌선진학교),14,0,0,0,1,7,4,1,0,0,2,1,2,1,1,27,0,9
488,김건희(성남고),18,0,0,0,1,6,4,1,0,0,2,0,0,1,1,21,0,9
488,이남규(대전제일고),15,0,0,0,1,5,5,2,0,0,0,0,0,1,1,20,0,9
488,김우현(군산상고),24,0,0,0,1,6,6,3,0,0,0,0,0,2,1,18,0,9
488,조민수(신흥고),16,0,0,0,2,12,11,5,0,0,1,0,3,2,2,43,0,9
488,이영광(제물포고),16,0,0,0,1,5,4,1,0,0,0,1,0,1,1,9,0,9
496,김상민(인창고),14,0,2,0,11,58,46,15,0,2,5,5,9,15,11,222,0,9.016
497,김대영(마산용마고),28,0,0,0,2,13,9,3,0,0,3,1,4,2,2,58,0,9.045
498,최지석(화순고),17,0,1,0,11.2,58,41,11,0,5,7,5,4,14,12,208,0,9.262
499,이건(원주고),14,0,1,0,8.2,46,35,9,0,0,7,4,9,9,9,178,0,9.375
500,신정환(배명고),23,0,3,0,6.2,41,35,13,0,0,4,2,5,10,7,150,0,9.459
501,박종현(배명고),23,0,1,0,7.1,41,30,13,0,5,4,2,7,10,8,155,0,9.863
502,박민재(부산공고),14,0,2,0,10,54,37,9,0,3,10,4,6,15,11,205,0,9.91
503,정경원(개성고),16,1,2,0,15,89,66,25,1,2,16,5,6,22,17,335,0,10.207
504,최희정(경남고),30,1,1,0,16.2,98,59,16,1,1,26,12,15,23,19,383,0,10.264
505,이기범(포항제철고),21,0,1,0,9,44,36,13,0,3,0,5,6,11,11,165,0,11.024
506,양병성(세광고),20,0,1,0,5.2,28,19,3,0,1,6,2,2,7,7,102,0,11.131
507,이지훈(세광고),20,1,0,0,11.1,64,53,20,2,1,8,2,6,15,14,207,0,11.141
508,유준하(경기고),19,0,0,0,4,21,16,6,1,1,4,0,1,5,5,93,0,11.25
509,박무겸(전주고),16,0,0,0,4.2,25,18,5,1,1,4,2,1,7,6,86,0,11.588
510,노지훈(광주제일고),20,0,0,0,5.1,34,21,10,0,1,12,0,1,7,7,132,0,11.842
511,유현우(성지고),16,0,0,0,3,17,12,6,0,3,1,1,2,4,4,55,0,12
512,공현우(동산고),24,0,0,0,3,25,11,3,0,1,8,5,1,4,4,90,0,12.04
513,김동현(대전고),23,1,0,0,4.1,21,16,5,0,2,2,1,1,6,6,75,0,12.471
513,권의빈(서울고),31,0,0,0,4.1,27,17,4,0,0,5,5,3,6,6,99,0,12.471
515,전진우(부산정보고),15,0,2,0,9.1,59,38,12,1,3,14,4,8,18,13,259,0,12.554
516,이승운(도개고),14,0,1,0,6.1,37,25,10,0,1,8,3,3,9,9,147,0,12.816
517,조성우(인창고),14,0,1,0,4,26,20,9,0,0,2,4,1,9,6,79,0,13.5
517,석민수(전주고),16,0,1,0,2,12,8,5,0,2,1,1,1,4,3,46,0,13.5
517,이승규(성지고),16,0,0,0,2,12,10,4,0,1,1,0,0,4,3,44,0,13.5
517,장민규(부산공고),14,0,0,0,2,14,11,4,0,0,2,1,0,3,3,37,0,13.5
521,이동연(부천고),17,1,0,0,9.1,55,38,12,0,1,11,5,6,14,14,208,0,13.505
522,윤한범(울산공고),13,0,0,0,4.2,28,22,9,0,1,3,2,4,11,7,109,0,13.519
523,김민규(동성고),29,0,1,0,4,21,18,7,0,1,1,1,3,6,6,81,0,13.534
524,김도현(중앙고),16,0,0,0,0.2,11,6,3,0,0,5,0,0,7,1,38,0,13.636
524,피승록(부산공고),14,0,0,0,0.2,6,3,1,0,0,3,0,1,2,1,33,0,13.636
524,이선호(송탄제일고),18,0,0,0,0.2,4,4,2,0,0,0,0,0,1,1,13,0,13.636
524,서현민(경주고),16,0,0,0,0.2,6,4,3,0,1,1,0,0,1,1,24,0,13.636
524,신지후(북일고),16,0,0,0,0.2,7,1,0,0,1,3,2,1,2,1,34,0,13.636
524,백우진(백송고),17,0,0,0,0.2,3,2,0,0,0,1,0,0,1,1,9,0,13.636
530,강준식(부천고),17,0,2,0,7,47,30,10,0,0,13,4,5,14,11,178,0,14.183
531,김재원(영선고),16,0,2,0,7,42,33,15,1,2,6,1,7,12,11,180,0,14.204
532,남지민(부산정보고),15,0,2,0,6.1,45,35,17,0,1,8,1,7,15,10,187,0,14.218
533,오세현(부경고),15,0,0,0,4.1,24,17,6,0,2,3,2,1,7,7,92,0,14.55
534,김호진(대전고),23,0,0,0,3,16,13,5,0,1,1,1,0,5,5,41,0,15
535,김동현(도개고),14,0,2,0,4.2,36,22,11,0,2,9,3,1,12,9,114,0,15.033
536,김준성(신흥고),16,1,1,0,6,34,25,7,0,1,7,1,3,10,10,141,0,15.05
537,이재빈(부천고),17,0,1,0,8.2,57,36,9,0,2,15,4,3,17,15,210,0,15.589
538,박정(백송고),17,0,1,0,6.1,40,28,10,0,0,9,3,6,12,11,151,0,15.64
539,이창엽(강릉고),17,0,0,0,5,33,29,15,0,1,2,1,2,11,9,113,0,16.265
540,염우현(성지고),16,0,0,0,2.2,25,10,2,0,0,7,8,4,6,5,85,0,16.917
540,유동관(청담고),15,0,0,0,2.2,15,15,7,0,0,0,0,2,5,5,45,0,16.917
540,황태현(도개고),14,0,0,0,2.2,16,12,5,0,1,2,1,2,5,5,47,0,16.917
543,박기성(백송고),17,0,0,0,2,13,9,3,0,0,4,0,0,4,4,42,0,18
543,김시원(배재고),18,0,0,0,1,6,6,4,1,0,0,0,1,2,2,17,0,18
545,정유진(부산공고),14,0,2,0,4.1,30,20,8,0,2,8,0,5,9,9,116,0,18.75
546,김선홍(개성고),16,0,0,0,3.1,22,12,6,0,2,5,3,1,7,7,74,0,18.919
547,장준석(화순고),17,0,0,0,4,29,19,12,1,2,7,1,2,10,9,101,0,20.301
548,조재윤(도개고),14,0,1,0,1.2,12,9,4,0,0,1,2,0,4,4,55,0,21.687
548,노승훈(동성고),29,0,0,0,1.2,14,8,4,0,1,5,0,0,4,4,52,0,21.687
550,김민성(부산정보고),15,0,0,0,2,13,7,2,0,0,5,1,1,5,5,52,0,22.5
551,강창준(진흥고),20,0,0,0,2,16,15,10,0,1,0,0,0,6,5,53,0,22.613
552,김성민(대구고),14,0,1,0,1.1,16,4,0,0,0,12,0,1,4,4,83,0,27.068
552,이준호(경남고),30,0,0,0,1.1,12,9,5,0,1,1,1,3,4,4,45,0,27.068
552,정연재(경주고),16,0,0,0,1.1,10,6,3,0,1,3,0,1,4,4,34,0,27.068
552,이동준(청담고),15,0,0,0,2.2,19,14,7,0,0,4,1,2,9,8,80,0,27.068
556,박현수(경동고),18,0,0,0,0.2,10,7,5,0,0,3,0,0,5,2,36,0,27.273
556,윤현승(군산상고),24,0,0,0,0.2,4,3,2,0,0,1,0,1,2,2,16,0,27.273
556,이재성(소래고),18,0,0,0,0.1,4,1,1,0,1,1,1,0,1,1,15,0,27.273
556,김기범(성지고),16,0,0,0,1,6,6,3,0,0,0,0,1,3,3,26,0,27.273
556,정하준(광천고),1,0,0,0,0.2,4,3,1,1,0,1,0,0,2,2,11,0,27.273
556,정지명(대전고),23,0,0,0,0.2,5,1,0,0,0,2,2,0,2,2,18,0,27.273
556,전수혁(진영고),16,0,0,0,0.1,2,2,1,0,0,0,0,0,1,1,7,0,27.273
563,박준호(제주고),17,0,0,0,1.2,11,9,4,2,0,1,1,1,6,6,42,0,32.53
564,강두호(마산고),15,0,1,0,2.2,28,17,11,0,1,7,3,3,12,11,103,0,37.218
565,오진우(광천고),1,0,0,0,0.2,8,6,4,0,0,1,1,0,5,3,33,0,40.909
565,김형민(부산정보고),15,0,0,0,0.2,6,3,1,0,0,2,1,0,3,3,25,0,40.909
565,김현준(경주고),16,0,0,0,0.2,5,3,1,0,0,2,0,1,3,3,23,0,40.909
568,조상훈(신흥고),16,0,0,0,0.1,3,2,1,0,0,1,0,0,2,2,11,0,54.545
568,김민석(소래고),18,0,0,0,0.1,3,1,0,0,1,0,1,0,2,2,10,0,54.545
568,이현봉(광천고),1,0,0,0,0.1,3,1,1,0,1,1,0,0,2,2,9,0,54.545
568,김병용(송탄제일고),18,0,0,0,0.2,6,3,2,0,1,2,0,0,4,4,21,0,54.545
572,노정훈(공주고),15,0,0,0,0.2,9,7,5,0,0,2,0,0,5,5,31,0,68.182
573,박세환(백송고),17,0,0,0,0.1,7,1,1,0,1,5,0,0,3,3,35,0,81.818
573,임판홍(부산공고),14,0,0,0,0.2,10,4,1,0,0,6,0,1,7,6,44,0,81.818
